image_path,state,fruit_type
dataset/original_dataset\stale_apple\saltandpepper_Screen Shot 2018-06-08 at 2.52.20 PM.png,stale,apple
dataset/original_dataset\stale_apple\saltandpepper_Screen Shot 2018-06-08 at 2.52.43 PM.png,stale,apple
dataset/original_dataset\stale_apple\saltandpepper_Screen Shot 2018-06-08 at 2.52.57 PM.png,stale,apple
dataset/original_dataset\stale_apple\saltandpepper_Screen Shot 2018-06-08 at 2.53.14 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.15.20 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.15.50 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.16.18 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.16.41 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.17.15 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.17.25 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.18.13 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.18.57 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.19.15 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.19.37 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.19.46 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.20.29 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.20.46 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.20.56 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.22.00 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.23.02 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.23.24 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.23.40 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.23.51 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.24.02 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.24.35 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.24.47 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.24.59 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.25.16 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.25.26 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.31.43 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.31.59 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.33.38 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.33.47 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.34.18 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.34.36 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.35.10 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.35.21 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.36.06 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.36.21 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.37.01 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.37.11 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.37.20 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.37.32 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.37.43 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.38.04 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.38.28 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.38.38 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.38.49 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.39.26 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.40.00 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.40.13 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.40.28 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.40.48 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.40.55 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.41.07 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.41.23 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.41.32 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.42.18 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.42.25 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.42.58 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.43.07 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.43.13 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.43.26 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.43.34 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.43.54 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.44.05 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.44.26 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.44.51 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.44.59 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.45.09 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.45.18 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.45.35 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.45.44 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.45.55 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.46.04 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.46.12 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.46.22 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.46.43 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.46.52 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.47.01 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.47.13 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.47.20 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.47.27 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.47.35 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.50.09 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.50.31 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.50.43 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.50.52 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.51.01 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.52.00 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.52.09 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.52.22 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.52.30 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.52.44 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.53.20 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.53.33 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.54.08 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.54.49 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.54.58 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.55.27 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.55.52 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.56.09 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.56.16 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.56.34 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.56.57 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.57.05 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.57.13 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.57.17 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.57.26 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.57.42 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.57.49 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.58.17 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.58.47 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.58.57 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.59.38 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 2.59.52 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.00.00 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.00.17 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.00.33 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.00.40 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.00.46 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.00.56 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.01.09 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.01.21 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.01.54 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.02.02 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.02.09 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.02.18 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.02.24 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.02.51 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.03.12 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.03.21 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.03.38 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.03.46 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.03.58 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.04.24 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.04.35 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.04.41 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.04.47 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.04.58 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.05.05 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.05.13 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.05.29 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.05.46 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.05.53 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.05.58 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.06.06 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.06.11 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.06.22 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.06.51 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-07 at 3.17.25 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.21.33 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.23.40 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.23.48 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.24.09 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.24.15 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.24.31 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.24.37 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.25.43 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.26.14 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.26.34 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.26.44 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.27.15 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.27.44 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.28.00 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.28.12 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.28.23 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.28.42 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.29.33 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.29.55 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.30.03 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.30.26 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.30.31 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.30.40 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.30.57 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.31.08 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.31.16 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.31.23 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.31.33 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.31.45 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.32.10 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.32.42 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.33.04 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.33.28 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.33.49 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.34.05 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.34.42 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.34.51 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.35.03 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.35.10 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.35.25 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.35.32 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.35.37 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.36.01 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.36.18 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.36.23 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.36.31 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.36.43 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.36.55 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.37.13 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.37.19 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.37.24 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.37.53 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.38.08 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.38.33 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.38.47 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.38.54 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.39.02 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.39.21 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.39.26 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.39.35 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.40.09 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.40.13 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.40.30 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.40.38 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.40.46 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.40.56 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.41.16 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.41.39 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.41.44 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.41.54 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.42.06 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.42.22 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.42.38 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.42.52 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.43.29 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.44.13 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.44.54 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.45.05 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.45.50 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.45.58 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.46.36 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.46.44 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.46.50 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.47.03 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.47.09 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.47.30 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.47.37 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.47.49 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.47.54 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.48.00 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.48.15 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.48.29 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.48.52 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.49.27 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.49.40 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.50.22 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.50.33 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.50.38 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.50.55 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.51.09 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.51.43 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.51.55 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.52.05 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.52.20 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.52.43 PM.png,stale,apple
dataset/original_dataset\stale_apple\Screen Shot 2018-06-08 at 2.53.14 PM.png,stale,apple
dataset/original_dataset\stale_apple\translation_Screen Shot 2018-06-07 at 2.15.20 PM.png,stale,apple
dataset/original_dataset\stale_apple\translation_Screen Shot 2018-06-07 at 2.15.34 PM.png,stale,apple
dataset/original_dataset\stale_apple\translation_Screen Shot 2018-06-07 at 2.15.50 PM.png,stale,apple
dataset/original_dataset\stale_apple\translation_Screen Shot 2018-06-07 at 2.16.54 PM.png,stale,apple
dataset/original_dataset\stale_apple\translation_Screen Shot 2018-06-07 at 2.17.25 PM.png,stale,apple
dataset/original_dataset\stale_apple\translation_Screen Shot 2018-06-07 at 2.18.25 PM.png,stale,apple
dataset/original_dataset\stale_apple\translation_Screen Shot 2018-06-07 at 2.18.57 PM.png,stale,apple
dataset/original_dataset\stale_apple\translation_Screen Shot 2018-06-07 at 2.19.15 PM.png,stale,apple
dataset/original_dataset\stale_apple\translation_Screen Shot 2018-06-07 at 2.20.04 PM.png,stale,apple
dataset/original_dataset\stale_apple\translation_Screen Shot 2018-06-07 at 2.20.29 PM.png,stale,apple
dataset/original_dataset\stale_apple\translation_Screen Shot 2018-06-07 at 2.20.46 PM.png,stale,apple
dataset/original_dataset\stale_apple\translation_Screen Shot 2018-06-07 at 2.20.56 PM.png,stale,apple
dataset/original_dataset\stale_apple\translation_Screen Shot 2018-06-07 at 2.21.09 PM.png,stale,apple
dataset/original_dataset\stale_apple\translation_Screen Shot 2018-06-07 at 2.22.39 PM.png,stale,apple
dataset/original_dataset\stale_apple\translation_Screen Shot 2018-06-07 at 2.23.02 PM.png,stale,apple
dataset/original_dataset\stale_apple\translation_Screen Shot 2018-06-07 at 2.23.24 PM.png,stale,apple
dataset/original_dataset\stale_apple\translation_Screen Shot 2018-06-07 at 2.23.40 PM.png,stale,apple
dataset/original_dataset\stale_apple\translation_Screen Shot 2018-06-07 at 2.23.51 PM.png,stale,apple
dataset/original_dataset\stale_apple\translation_Screen Shot 2018-06-07 at 2.24.02 PM.png,stale,apple
dataset/original_dataset\stale_apple\translation_Screen Shot 2018-06-07 at 2.24.35 PM.png,stale,apple
dataset/original_dataset\stale_apple\translation_Screen Shot 2018-06-07 at 2.24.47 PM.png,stale,apple
dataset/original_dataset\stale_apple\translation_Screen Shot 2018-06-07 at 2.24.59 PM.png,stale,apple
dataset/original_dataset\stale_apple\translation_Screen Shot 2018-06-07 at 2.25.26 PM.png,stale,apple
dataset/original_dataset\stale_apple\translation_Screen Shot 2018-06-07 at 2.31.43 PM.png,stale,apple
dataset/original_dataset\stale_apple\translation_Screen Shot 2018-06-07 at 2.31.59 PM.png,stale,apple
dataset/original_dataset\stale_apple\translation_Screen Shot 2018-06-07 at 2.33.38 PM.png,stale,apple
